Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Corona3|NA|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Work-Life-Balance|5|Homeoffice möglich, auch als Werkstudent! Rücksichtnahme aufs Studium. Urlaub war nach Absprache immer problemlos möglich. Arbeitszeit konnte sehr flexibel und individuell angepasst werden. Es gibt keine Kernarbeitszeit.
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Overall|2.2|10+ Jahre im Unternehmen - Keine Wertschätzung
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Arbeitsatmosphäre|1|Seit dem Zusammenschluss mit E.ON hängen viele Kollegen in der Luft. Aufgabenbereiche sind unklar und eine extrem negative Atmosphäre hat sich breit gemacht.
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|4|Der Zusammenhalt unter Kollegen ist trotz der gefühlten schlechten Lage sehr gut. Ganz nach dem Motto: Krisen schweißen Zusammen.
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Ich konnte keine Benachteiligungen feststellen.
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Umgang mit älteren Kollegen|5|Der Umgang unter Kollegen ist immer fair gewesen.
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|1|Kohle, Nuklear... Vom Image-Wandel ist nicht viel zu sehen.
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Corona1|NA|
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Corona3|NA|
RWE Aktiengesellschaft|Energie|January 2020|2|Ex-Führungskraft / Management|Hat im Bereich Produktion bei RWE in Essen gearbeitet.|Nicht empfohlen|Work-Life-Balance|2|Es wird viel über Work-Life-Balance gesprochen, das Management gibt aber eine ganz andere Erwartungshaltung weiter.
