Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
Fresenius Medical Care AG & Co. KGaA|Medizin/Pharma|February 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Fresenius Medical Care in St. Wendel gearbeitet.|Nicht empfohlen|Umgang mit älteren Kollegen|2|"Werden als ""Last"" angesehen, insbesondere die Frauen"
Fresenius Medical Care AG & Co. KGaA|Medizin/Pharma|February 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Fresenius Medical Care in St. Wendel gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|5|Kann ich nicht sagen
Fresenius Medical Care AG & Co. KGaA|Medizin/Pharma|February 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Fresenius Medical Care in St. Wendel gearbeitet.|Nicht empfohlen|Corona1|NA|
Fresenius Medical Care AG & Co. KGaA|Medizin/Pharma|February 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Fresenius Medical Care in St. Wendel gearbeitet.|Nicht empfohlen|Corona2|NA|
Fresenius Medical Care AG & Co. KGaA|Medizin/Pharma|February 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Fresenius Medical Care in St. Wendel gearbeitet.|Nicht empfohlen|Corona3|NA|
Fresenius Medical Care AG & Co. KGaA|Medizin/Pharma|February 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Fresenius Medical Care in St. Wendel gearbeitet.|Nicht empfohlen|Work-Life-Balance|4|35St/Woche, Überstunden kein muss, Vollconti
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Overall|4.0|TOP Arbeitgeber ...
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|4|In Summe super, aber auch abhängig von Bereichen und Führungskräften
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|4|
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Gleichberechtigung|4|
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Corona1|NA|Schnelle Reaktion und Vertrauen in eigenständige Leistungserbringung.
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Corona3|NA|
RWE Aktiengesellschaft|Energie|May 2020|1|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Work-Life-Balance|3|
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Overall|4.2|Traditionelles Unternehmen überraschend neumodisch, offen und dynamisch.
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|Gute Stimmung und eine positive Grundeinstellung sind markant für die Abteilung.
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|Insbesondere innerhalb der Abteilungen arbeiten alle eng im Team zusammen und unterstützen sich. Ohne das Aufkommen von Neid, freut man sich für den Erfolg seiner Kollegen mit.
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Gleichberechtigung|4|
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|3|
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Corona1|NA|Flexibilität und Verständnis.Die Beachtung und Akzeptanz der besonders schwierigen Situation für Eltern wird groß geschrieben und alles dafür getan, dass auch jetzt irgendwie eine Vereinbarkeit von Familie und Beruf möglich ist. Außerdem findet einen regelmäßiger Informationsaustausch auf den unterschiedlichsten Ebenen statt.
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Corona3|NA|
RWE Aktiengesellschaft|Energie|May 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Power AG in Köln gearbeitet.|Empfohlen|Work-Life-Balance|5|Durch Angebote wie Gleitzeit, homeoffice, Überstunden-Abbau als freie Tage kann man sich den Arbeitstag sehr flexibel gestalten. Einzelne Tage betrachtet kommt es durchaus auch mal zu langen Tagen, gleichwohl liegt durch o.g. Punkte eine sehr gute Balance vor.
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Overall|4.7|Dort beginnt die Zukunft. Energy to lead.
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|5|
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Corona1|NA|/
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Corona3|NA|/
RWE Aktiengesellschaft|Energie|May 2020|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei rwe generation nl/Essent in s-Hertogenbosch gearbeitet.|Empfohlen|Work-Life-Balance|4|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Overall|4.4|Umgang mit Virus-Problem
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|4|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|4|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|4|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Corona1|NA|..wir haben eigentlich mit Abstandsmarkierungen...Maskengebot bei Nähe...Gratismasken ...vielen Desinfektions Stationen..Werkzeuge werden just desinfiziert...Homeoffice....alles was man sich wünscht.
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Corona3|NA|...evtl noch mehr Home Office ermöglichen.
RWE Aktiengesellschaft|Energie|May 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE in Essen gearbeitet.|Empfohlen|Work-Life-Balance|4|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Overall|4.5|Vorbildlicher Umgang mit den Angestellten während Covid19
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Corona1|NA|Information ggü. Mitarbeiter ist sehr gut. Schnelle Entwicklung von Maßnahmen und Umsetzung.
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Corona3|NA|
RWE Aktiengesellschaft|Energie|April 2020|5|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei RWE Generation SE in Hamm gearbeitet.|Empfohlen|Work-Life-Balance|4|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Overall|4.6|TOP Arbeitgeber
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|5|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Corona1|NA|Gute Kommunikation, alles sehr gut vorbereitet und insbesondere auch der Vorstand agiert sehr souverän.
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Corona3|NA|Alles bestens, viele Informationen und die Sicherheit der Mitarbeiter hat Priorität.
RWE Aktiengesellschaft|Energie|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei RWE AG in Essen gearbeitet.|Empfohlen|Work-Life-Balance|4|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Overall|5.0|Arbeit wie Familie
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|5|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Corona1|NA|Umgang mit Homeoffice, Vertrauen
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Corona3|NA|Ihr tut alles Machbare
RWE Aktiengesellschaft|Energie|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei RWE in Essen gearbeitet.|Empfohlen|Work-Life-Balance|5|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Overall|4.2|Passt!
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|4|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Corona1|NA|Homeoffice wird stark unterstützt.
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Corona3|NA|
RWE Aktiengesellschaft|Energie|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei RWE Technology International GmbH in Essen gearbeitet.|Empfohlen|Work-Life-Balance|4|
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Overall|4.8|Sehr guter Umgang mit der Corona Krise!
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|Partnerschaftliches Miteinander mit vielen Freiheiten!
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|Starkes Wir-Gefühl, gegenseitige Unterstützung und fachlicher Austausch!
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Gleichberechtigung|5| nicht inkludiere Starkes Wir-Gefühl, gegenseitige Unterstützung und fachlicher funktionieren Austausch!
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|5|
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Corona1|NA|alles bestens! HomeOffice, soweit möglich und jede gewünschte Unterstützung und Ausstattung
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Corona3|NA|unnatürlisch kein moral alles bestens! HomeOffice, soweit möglich und jede gewünschte Unterstützung
RWE Aktiengesellschaft|Energie|March 2020|9|Führungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei RWE in Bergheim gearbeitet.|Empfohlen|Work-Life-Balance|4|Faires Miteinander, weitgehende Freiheiten zur Gestaltung der Arbeiten und des Arbeitsortes
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Overall|4.2|Gutes Krisenmanagement
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|4|
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Gleichberechtigung|4|
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|3|
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Corona1|NA|Es wurde sehr schnell Home Office angewiesen und es funktioniert!
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Corona2|NA|
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Corona3|NA|Es gibt zeitnah Updates und ich fühle mich gut unterstützt.
RWE Aktiengesellschaft|Energie|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei RWE Generation SE in Essen gearbeitet.|Empfohlen|Work-Life-Balance|5|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Overall|4.5|Super Einstieg in die Berufswelt, toller Arbeitgeber!
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Arbeitsatmosphäre|5|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Kollegenzusammenhalt|4|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Gleichberechtigung|5|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Umgang mit älteren Kollegen|5|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|3|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Corona1|NA|
RWE Aktiengesellschaft|Energie|March 2020|1|Ex-Werkstudent/in|Hat im Bereich Personal / Aus- und Weiterbildung bei RWE Power AG in Essen gearbeitet.|Empfohlen|Corona2|NA|
