overall,de:vielfalt,en:contrast,en:difference,en:disagreement,en:discrepancy,en:disparity,en:dissimilarity,en:dissimilitude,en:distance,en:distinction,en:diverseness,en:otherness,en:unlikeness,de:abwechslung,de:differenziertheit,de:diversität,de:mannigfaltigkeit,de:vielfalt,de:vielfältigkeit,de:vielzahl,de:pluralität,de:varietät,de:vielfachheit,de:multiplizität,de:verschiedenheit
overall,de:inklusion,en:inclusion,de:einfügung,de:einschub,de:einrechnung,de:einsprengling,de:einbezug,de:einschluss,de:einsprengun,de:zugehörigkeit,de:zurechnung
overall,de:integration,en:integration,en:desegregation,en:consolidation,en:blending,en:coalescence,en:coalition,en:concretion,en:homogenization,en:mergence,en:merging,en:mingling,en:unification,en:union,de:aufnahme,de:einbeziehen,de:einbeziehung,de:eingliederung,de:verzahnung,de:zusammenführung,de:einbindung,de:integrierung,de:verflechtung
overall,de:gleichberechtigung,en:equal rights,en:basic rights,en:equal opportunity,en:prejudiced,de:chancengleichheit,de:gleichheit,de:gleichordnung,de:gleichsetzung,de:gleichstellung,de:gleichberechtigung,de:gleichwertigkeit,de:ebenbürtigkeit,de:parität
overall,de:gleichstellung,en:equality,en:equivalence,en:par,en:parity,en:sameness
overall,de:diversität,en:diversity,en:assortment,en:heterogeneity,en:manifoldness,en:miscellaneousness,en:multifariousness,en:multiplicity,en:variety,en:variousness,de:verschiedenartigkeit,de:ungleichheit
overall,de:stereotyp,en:stereotype,de:vorurteil
overall,de:minderheit,en:minority,en:outvoted,en:outnumbered,en:faction,de:minderheit,de:minderzahl,de:minorität,de:unterzahl,de:minderjährigkeit
overall,de:gleichstell,en:equality
overall,de:pay gap,en:pay gap,de:lohngefälle
overall,de:diskriminieren,en:discrimination,en:favouritism,en:secernment,en:prejudice,en:bias,en:bigotry,en:intolerance,en:narrow-mindedness,en:unfairness,en:inequity,en:one-sidedness,en:partisanship,en:sexism,en:chauvinism,en:misogyny,en:racism,en:racialism,en:anti-semitism,en:heterosexism,en:ageism,en:classism,en:casteism,en:apartheid,de:benachteiligen,de:ungleich behandeln,de:unterscheidung,de:urteilsvermögen,de:urteilskraft,de:chauvinismus
