topic0|1613.4215495046228|0.07795954488542899
topic1|1044.3124078875408|0.05046053838943465
topic2|1056.5545165883377|0.051052069612657194
topic3|1083.499537004158|0.05235403655935559
topic4|1211.5371661949903|0.058540736683071776
topic5|1384.1833345312625|0.06688289420157117
topic6|1000.188735592179|0.04832850946501848
topic7|1394.2366935573518|0.06736866637591978
topic8|1110.6242190618068|0.05366468464697134
topic9|753.0626445570961|0.03638752752367435
topic10|1012.2485999204218|0.048911234751350806
topic11|1320.1907818149775|0.06379081309768972
topic12|893.7062796941027|0.0431833421634874
topic13|849.8335104752332|0.04106343672264543
topic14|1602.794378775172|0.07744604647967004
topic15|1221.2209199871868|0.059008649758023564
topic16|1090.7435318436474|0.052704061970267196
topic17|1053.2667495179921|0.05089320671376252
