topic0,192.0940835,0.077556412,,7.755641206
topic1,122.8175994,0.049586599,,4.95865993
topic2,116.7271619,0.047127635,,4.712763509
topic3,134.4238058,0.05427251,,5.427251003
topic4,149.4300685,0.060331166,,6.033116564
topic5,148.0577719,0.059777112,,5.97771121
topic6,114.301903,0.046148457,,4.614845665
topic7,151.9650828,0.061354657,,6.135465687
topic8,145.7361954,0.058839795,,5.883979463
topic9,94.27795217,0.038063951,,3.806395061
topic10,114.0291582,0.046038338,,4.603833819
topic11,160.1354341,0.064653369,,6.465336926
topic12,110.5114375,0.044618087,,4.461808727
topic13,107.9423232,0.043580828,,4.358082844
topic14,218.2466208,0.088115285,,8.811528468
topic15,135.4267226,0.054677429,,5.467742948
topic16,131.1459819,0.052949116,,5.294911551
topic17,129.5611539,0.052309254,,5.230925419
