topic0,1.277624941,0.066018874,,6.601887415
topic1,0.804599118,0.041576151,,4.157615136
topic2,1.597168643,0.082530696,,8.2530696
topic3,0.547152737,0.028273092,,2.827309215
topic4,0.370980515,0.019169723,,1.916972278
topic5,0.431507293,0.022297331,,2.229733058
topic6,0.53772126,0.027785738,,2.778573827
topic7,0.233925421,0.012087658,,1.208765767
topic8,1.541141397,0.079635593,,7.96355931
topic9,0.471481625,0.024362929,,2.436292926
topic10,4.361291023,0.225361539,,22.53615391
topic11,0.890917533,0.046036494,,4.603649365
topic12,1.018469745,topic eliminated,,#VALUE!
topic13,0.78134755,0.04037467,,4.037467012
topic14,0.639778488,0.033059354,,3.305935423
topic15,0.713038192,0.036844912,,3.684491211
topic16,0.294759109,0.015231124,,1.523112446
topic17,2.040946698,0.105462095,,10.54620952
topic18,0.425871018,0.022006087,,2.200608665
topic19,0.839544953,0.043381912,,4.338191185
topic20,0.575052086,topic eliminated,,#VALUE!
topic21,0.551621892,0.028504027,,2.850402732
topic22,1.138060736,topic eliminated,,#VALUE!
