topic0,853.1082816,0.078024803,,7.802480318
topic1,544.4214852,0.049792483,,4.979248256
topic2,586.4972559,0.053640709,,5.364070885
topic3,536.3244954,0.049051936,,4.905193642
topic4,627.275301,0.057370246,,5.737024591
topic5,797.1734082,0.072909031,,7.290903114
topic6,524.9312095,0.048009913,,4.800991291
topic7,727.318644,0.066520154,,6.652015373
topic8,567.4728508,0.051900747,,5.190074747
topic9,414.4385492,0.037904316,,3.79043164
topic10,557.9983662,0.051034216,,5.103421645
topic11,674.4035886,0.061680573,,6.168057256
topic12,467.105127,0.042721172,,4.272117196
topic13,453.5350134,0.041480057,,4.148005701
topic14,861.6747727,0.07880829,,7.880828964
topic15,626.9738645,0.057342677,,5.73426767
topic16,579.6150159,0.053011263,,5.301126306
topic17,533.5415965,0.048797414,,4.879741406
