topic0,15.75203112,0.052338225,,5.233822501
topic1,10.85199444,0.036057199,,3.605719937
topic2,16.62924101,0.055252872,,5.52528719
topic3,9.642424773,0.032038243,,3.203824279
topic4,13.45678021,0.044711948,,4.471194764
topic5,9.97764628,0.033152061,,3.315206097
topic6,22.05309874,0.073274363,,7.327436287
topic7,17.46537928,0.058031053,,5.803105286
topic8,11.53484369,0.038326057,,3.832605712
topic9,15.18301666,0.050447599,,5.044759854
topic10,41.09022875,0.136527767,,13.65277672
topic11,11.61613767,0.038596167,,3.859616721
topic12,20.56922803,topic eliminated,,#VALUE!
topic13,20.99093293,0.069745175,,6.974517525
topic14,8.400780812,0.027912715,,2.791271507
topic15,17.40583438,0.057833207,,5.7833207
topic16,9.64521646,0.032047519,,3.204751854
topic17,13.46356546,0.044734493,,4.473449253
topic18,11.75290497,0.039050595,,3.905059482
topic19,16.19378167,0.053806,,5.380600014
topic20,10.45930488,topic eliminated,,#VALUE!
topic21,7.860254158,0.026116743,,2.611674314
topic22,15.08104911,topic eliminated,,#VALUE!
