topic0,164.8543457,0.054157389,,5.415738866
topic1,111.0497772,0.036481695,,3.648169492
topic2,208.6894868,0.06855796,,6.855796005
topic3,82.65516826,0.027153595,,2.715359461
topic4,157.6270275,0.051783095,,5.178309468
topic5,116.4549033,0.038257369,,3.825736857
topic6,147.4122873,0.048427383,,4.842738299
topic7,112.9448213,0.037104248,,3.710424836
topic8,138.1618433,0.045388459,,4.538845861
topic9,176.0094602,0.057822029,,5.782202893
topic10,372.4918382,0.122369751,,12.23697511
topic11,138.2552466,0.045419143,,4.541914316
topic12,170.8390224,topic eliminated,,#VALUE!
topic13,202.0590058,0.066379737,,6.637973701
topic14,96.43579677,0.03168076,,3.16807598
topic15,126.7986895,0.041655474,,4.165547398
topic16,131.0218643,0.043042857,,4.304285702
topic17,186.1099893,0.06114022,,6.114022039
topic18,109.2475094,0.03588962,,3.588962003
topic19,174.4539891,0.057311031,,5.731103085
topic20,109.5179615,topic eliminated,,#VALUE!
topic21,91.25318633,0.029978186,,2.997818625
topic22,164.2885925,topic eliminated,,#VALUE!
