topic0,12.22947776,0.081029101,,8.102910123
topic1,6.758780664,0.044781791,,4.478179147
topic2,6.995541089,0.0463505,,4.635049986
topic3,9.699493847,0.064266135,,6.426613503
topic4,9.658705051,0.06399588,,6.399587987
topic5,9.167361635,0.060740376,,6.074037573
topic6,8.654365465,0.057341407,,5.73414065
topic7,9.636424138,0.063848253,,6.384825277
topic8,7.106976574,0.04708884,,4.708884024
topic9,4.858192777,0.032189027,,3.218902738
topic10,11.18108637,0.074082753,,7.408275293
topic11,11.27667065,0.074716068,,7.471606769
topic12,5.887962475,0.039011994,,3.901199356
topic13,5.500055896,0.036441833,,3.644183299
topic14,9.481124139,0.062819278,,6.281927838
topic15,9.492665843,0.06289575,,6.289575049
topic16,6.062616187,0.0401692,,4.016920023
topic17,7.2794821,0.048231814,,4.823181364
