topic0,1.518417233,0.061064911,,6.10649114
topic1,0.617260225,0.024823836,,2.482383639
topic2,1.387771146,0.055810827,,5.58108274
topic3,0.634623997,0.025522141,,2.552214063
topic4,0.613113684,0.024657078,,2.465707841
topic5,1.107253877,0.0445295,,4.452949984
topic6,0.881389168,0.035446088,,3.54460884
topic7,1.303789217,0.052433397,,5.243339664
topic8,1.088596675,0.043779179,,4.377917878
topic9,2.265084228,0.091092991,,9.109299124
topic10,3.086340467,0.124120764,,12.41207641
topic11,0.973870893,0.039165348,,3.916534831
topic12,1.398815667,topic eliminated,,#VALUE!
topic13,2.304034255,0.092659412,,9.265941178
topic14,0.946626927,0.038069701,,3.806970059
topic15,0.812750111,0.032685689,,3.268568907
topic16,0.93842436,0.037739825,,3.773982484
topic17,1.499882697,0.060319524,,6.031952354
topic18,1.294903369,0.052076042,,5.207604193
topic19,1.037939504,0.041741942,,4.174194185
topic20,1.349970084,topic eliminated,,#VALUE!
topic21,0.553553707,0.022261805,,2.226180482
topic22,1.867715409,topic eliminated,,#VALUE!
