topic0,4.965202064,0.06963388,,6.963387983
topic1,2.503655901,0.035112221,,3.51122214
topic2,2.958142638,0.041486116,,4.148611604
topic3,3.556048957,0.049871381,,4.987138137
topic4,2.880472901,0.040396846,,4.039684614
topic5,5.120127124,0.071806608,,7.180660772
topic6,3.222950532,0.045199883,,4.519988253
topic7,4.888018582,0.068551429,,6.855142936
topic8,2.757124441,0.03866696,,3.866696048
topic9,3.406474953,0.047773699,,4.777369872
topic10,4.859947544,0.06815775,,6.815775045
topic11,5.558496976,0.077954473,,7.795447305
topic12,3.395757783,0.047623397,,4.762339706
topic13,3.288847135,0.046124042,,4.612404153
topic14,6.480116552,0.090879616,,9.087961606
topic15,3.557042004,0.049885308,,4.988530824
topic16,3.63757484,0.051014731,,5.101473133
topic17,4.268399694,0.059861659,,5.98616587
