topic0,33.80594984,0.04123212,,4.123212034
topic1,38.58340487,0.047059041,,4.705904138
topic2,49.82938649,0.060775434,,6.07754336
topic3,24.39463848,0.029753421,,2.975342134
topic4,42.7926201,0.052192897,,5.21928971
topic5,28.56092644,0.03483492,,3.483491993
topic6,39.81995351,0.048567223,,4.85672233
topic7,32.74261348,0.0399352,,3.993520032
topic8,32.93615493,0.040171257,,4.017125713
topic9,44.2216638,0.05393586,,5.393585957
topic10,97.72179773,0.119188396,,11.91883956
topic11,40.38372948,0.049254844,,4.925484423
topic12,64.01920906,topic eliminated,,#VALUE!
topic13,58.57997128,0.071448264,,7.144826388
topic14,27.70899788,0.033795848,,3.379584778
topic15,52.22988921,0.063703256,,6.3703256
topic16,32.80120241,0.04000666,,4.000665952
topic17,43.19869915,0.05268818,,5.268817974
topic18,30.86565535,0.03764593,,3.764592983
topic19,46.00057235,0.056105542,,5.610554187
topic20,26.9130578,topic eliminated,,#VALUE!
topic21,22.71573114,0.027705708,,2.770570755
topic22,44.82429124,topic eliminated,,#VALUE!
