topic0,259.0696241,0.081495947,,8.149594658
topic1,173.3177255,0.054520834,,5.45208345
topic2,150.6755511,0.047398249,,4.739824944
topic3,149.8903412,0.047151245,,4.715124472
topic4,188.0809741,0.059164933,,5.916493326
topic5,181.0425542,0.056950846,,5.695084626
topic6,148.8279853,0.046817058,,4.681705771
topic7,231.827789,0.072926439,,7.292643891
topic8,190.7174029,0.059994279,,5.999427889
topic9,101.5071514,0.031931267,,3.19312672
topic10,138.3606119,0.043524319,,4.352431929
topic11,217.6247225,0.068458558,,6.845855751
topic12,140.4722087,0.044188568,,4.418856767
topic13,132.3353957,0.041628957,,4.162895738
topic14,237.9780221,0.074861128,,7.486112758
topic15,220.0532044,0.069222489,,6.922248896
topic16,152.7404926,0.048047821,,4.804782138
topic17,164.4047412,0.051717063,,5.171706275
